,8C:DC:D4:2E:8B:76,Microsoft Windows Server 2008 or 2008 Beta 3,100
,00:24:E8:34:76:4E,Microsoft Windows Server 2008 or 2008 Beta 3,100
,3C:D9:2B:53:DB:C2,Microsoft Windows Server 2008 R2 or Windows 8.1,100
,A0:8C:FD:EB:61:91,Microsoft Windows 10 build 10586 - 14393,93
,EC:8E:B5:24:97:21,Probably not Windows,
,A0:D3:C1:2E:6D:BD,Microsoft Windows Server 2008 or 2008 Beta 3,100
,DC:4A:3E:72:C5:5C,Microsoft Windows XP SP2,85
,78:AC:C0:C1:1E:85,Microsoft Windows 10 build 10586 - 14393,93
,D8:9E:F3:02:12:F8,Microsoft Windows Server 2008 or 2008 Beta 3,89
,80:C1:6E:EA:CA:B9,Microsoft Windows 10 build 10586 - 14393,93
,38:63:BB:7D:52:70,Probably not Windows,
,EC:B1:D7:50:99:ED,"Microsoft Windows Vista SP0 or SP1, Windows Server 2008 SP1, or Windows 7",100
,88:51:FB:6F:EE:46,Microsoft Windows 10 build 10586 - 14393,95
,A0:48:1C:80:A0:CD,Probably not Windows,
,A0:48:1C:80:A0:DB,Probably not Windows,
,A0:48:1C:80:AF:10,Probably not Windows,
,88:51:FB:6F:EE:08,Microsoft Windows 10 build 10586 - 14393,95
,8C:DC:D4:4E:5E:CD,Probably not Windows,
,EC:B1:D7:2F:8C:69,Probably not Windows,
,8C:DC:D4:50:A4:B2,Probably not Windows,
,8C:DC:D4:50:A4:B9,Probably not Windows,
,8C:DC:D4:50:A4:5B,Probably not Windows,
,8C:DC:D4:4E:5F:50,Probably not Windows,
,88:51:FB:4B:41:E2,Microsoft Windows 7 Professional or Windows 8,100
,8C:DC:D4:28:A3:C2,Microsoft Windows Server 2008 or 2008 Beta 3,100
,A0:48:1C:87:73:D8,Microsoft Windows Server 2008 or 2008 Beta 3,100
,A0:48:1C:7F:70:64,Probably not Windows,
,F4:03:43:03:78:FC,Probably not Windows,
,A0:48:1C:87:73:B2,Microsoft Windows 7 Professional or Windows 8,100
,A0:48:1C:9F:80:DD,Microsoft Windows 10 build 10586 - 14393,93
,D4:81:D7:4D:FC:BA,Microsoft Windows XP SP2,87
,64:51:06:34:E8:44,Microsoft Windows Server 2008 or 2008 Beta 3,100
,50:9A:4C:5A:38:2A,Microsoft Windows Server 2008 or 2008 Beta 3,91
,2C:41:38:B8:AF:B8,Microsoft Windows Server 2008 or 2008 Beta 3,100
,10:60:4B:8B:03:F3,Microsoft Windows 10 build 10586 - 14393,93
,48:0F:CF:66:A4:3E,Microsoft Windows 10 build 10586 - 14393,93
,00:50:56:87:C7:7C,Probably not Windows,
,00:50:56:87:36:0D,Microsoft Windows Server 2012 or Windows Server 2012 R2,85
,00:50:56:87:2C:03,Probably not Windows,
,90:B1:1C:01:19:C8,Probably not Windows,
,00:50:56:87:0E:7C,Probably not Windows,
,00:50:56:87:3B:CF,Microsoft Windows Server 2012 or Windows Server 2012 R2,100
,D8:9E:F3:0D:39:A8,Microsoft Windows 10 build 10586 - 14393,94
licensing.business.auburn.edu,22:F9:0F:66:58:69,Microsoft Windows Server 2012 or Windows Server 2012 R2,100
,94:57:A5:EC:DA:EA,Microsoft Windows 10 build 10586 - 14393,93
backup-2.business.auburn.edu,00:22:19:2A:25:A2,Microsoft Windows Server 2012 or Windows Server 2012 R2,100
ossec.business.auburn.edu,00:50:56:87:12:4B,Probably not Windows,
hcob-ca1.business.auburn.edu,00:50:56:87:68:59,Microsoft Windows Server 2012 or Windows Server 2012 R2,100
crystal.business.auburn.edu,00:50:56:87:76:CE,Microsoft Windows Server 2012 or Windows Server 2012 R2,100
,50:65:F3:39:D3:1B,Microsoft Windows 10 build 10586 - 14393,93
,2C:27:D7:44:ED:D5,Microsoft Windows XP SP2,89
,3C:D9:2B:4A:0E:59,Microsoft Windows Server 2008 or 2008 Beta 3,100
,94:57:A5:F1:44:CF,Microsoft Windows 10 build 10586 - 14393,93
,A0:8C:FD:EB:64:6D,Microsoft Windows 10 build 10586 - 14393,93
,00:50:56:87:EF:D5,Microsoft Windows Server 2012 or Windows Server 2012 R2,100
,08:2E:5F:21:89:B9,Microsoft Windows 10 build 10586 - 14393,93
,48:0F:CF:63:1B:22,Microsoft Windows 10 build 10586 - 14393,93
,D8:9E:F3:02:10:8B,Microsoft Windows 10 build 10586 - 14393,93
,88:51:FB:43:6D:7D,Microsoft Windows Server 2008 or 2008 Beta 3,100
,78:AC:C0:A9:D8:D9,Microsoft Windows Server 2008 or 2008 Beta 3,100
,00:26:73:F5:3E:32,Probably not Windows,
,34:E6:D7:6B:16:98,Microsoft Windows Server 2008 or 2008 Beta 3,100
,00:26:73:B4:54:90,Probably not Windows,
,A0:D3:C1:33:12:A4,"Microsoft Windows Vista SP0 or SP1, Windows Server 2008 SP1, or Windows 7",100
,00:1B:78:F6:41:68,Probably not Windows,
,50:65:F3:46:6F:29,Microsoft Windows Server 2008 or 2008 Beta 3,100
,00:1B:78:F7:20:71,Probably not Windows,
,00:26:73:AF:C2:0F,Probably not Windows,
,08:2E:5F:20:51:BC,Microsoft Windows Server 2008 or 2008 Beta 3,100
,00:1B:78:F6:63:2C,Probably not Windows,
,00:11:0A:B9:26:26,Probably not Windows,
backup-old.business.auburn.edu,00:24:E8:70:0F:18,Microsoft Windows Server 2012 or Windows Server 2012 R2,100
,94:57:A5:F0:C3:D5,Microsoft Windows 10 build 10586 - 14393,93
,00:50:56:87:3E:7F,Microsoft Windows Server 2012 or Windows Server 2012 R2,100
,00:1B:78:E9:04:F6,Probably not Windows,
,00:50:56:87:01:A2,Microsoft Windows Server 2012 or Windows Server 2012 R2,100
,30:E1:71:B9:7A:B5,Probably not Windows,
,DC:4A:3E:6A:D0:73,Microsoft Windows 10 build 10586 - 14393,93
,00:26:73:B5:EA:5A,Probably not Windows,
,00:26:73:37:16:88,Probably not Windows,
,00:1E:0B:0B:92:1C,Probably not Windows,
,00:26:73:7D:70:E8,Probably not Windows,
,94:57:A5:F1:44:83,Microsoft Windows 10 build 10586 - 14393,93
,84:7B:EB:4B:C0:13,Microsoft Windows 10 build 10586 - 14393,93
,DC:4A:3E:65:9D:AA,Microsoft Windows 10 build 10586 - 14393,93
,94:57:A5:EC:DB:2E,Microsoft Windows 10 build 10586 - 14393,93
,00:26:B9:8D:07:A3,Microsoft Windows Server 2008 or 2008 Beta 3,100
,48:0F:CF:5E:75:BE,Microsoft Windows 10 build 10586 - 14393,93
,84:7B:EB:4B:BF:CF,Microsoft Windows 10 build 10586 - 14393,93
,00:22:19:1B:81:10,Microsoft Windows Server 2008 or 2008 Beta 3,100
,A0:48:1C:80:A2:2E,"Microsoft Windows Vista SP0 or SP1, Windows Server 2008 SP1, or Windows 7",100
,A0:48:1C:80:A2:2F,Microsoft Windows Server 2008 or 2008 Beta 3,100
